importer,ABW,AFG,AGO,AIA,ALB,AND,ARE,ARG,ARM,ATG,AUS,AUT,AZE,BDI,BEL,BEN,BES,BFA,BGD,BGR,BHR,BHS,BIH,BLM,BLR,BLZ,BMU,BOL,BRA,BRB,BRN,BTN,BWA,CAF,CAN,CHE,CHL,CHN,CIV,CMR,COD,COG,COK,COL,COM,CPV,CRI,CUB,CUW,CYM,CYP,CZE,DEU,DJI,DMA,DNK,DOM,DZA,ECU,EGY,ERI,ESP,EST,ETH,FIN,FJI,FRA,FRO,FSM,GAB,GBR,GEO,GHA,GIB,GIN,GMB,GNB,GNQ,GRC,GRD,GRL,GTM,GUY,HKG,HND,HRV,HTI,HUN,IDN,IND,IRL,IRN,IRQ,ISL,ISR,ITA,JAM,JOR,JPN,KAZ,KEN,KGZ,KHM,KIR,KNA,KOR,KWT,LAO,LBN,LBR,LBY,LCA,LKA,LSO,LTU,LUX,LVA,MAC,MAR,MDA,MDG,MDV,MEX,MHL,MKD,MLI,MLT,MMR,MNE,MNG,MNP,MOZ,MRT,MSR,MUS,MWI,MYS,NAM,NCL,NER,NGA,NIC,NIU,NLD,NOR,NPL,NRU,NZL,OMN,PAK,PAN,PER,PHL,PLW,PNG,POL,PRK,PRT,PRY,PSE,PYF,QAT,ROU,RUS,RWA,S19,SAU,SDN,SEN,SGP,SHN,SLB,SLE,SLV,SMR,SOM,SPM,SRB,SSD,STP,SUR,SVK,SVN,SWE,SWZ,SXM,SYC,SYR,TCA,TCD,TGO,THA,TJK,TKL,TKM,TLS,TON,TTO,TUN,TUR,TUV,TZA,UGA,UKR,URY,USA,UZB,VAT,VCT,VEN,VGB,VNM,VUT,WLF,WSM,YEM,ZAF,ZMB,ZWE
MNE,0,3915.359,0,0,81909983.102,85521.744,6162376.327,4196028.393,107988.581,6632.569,1550286.038,44549684.579,24930.724,266.743,23163192.857,3363.651,0,1662.284,11450340.257,24596509.181,530278.53,32964.337,199575790.274,0,1305007.17,0,11730.18,96014.325,23688509.873,34616.445,0,0,2685.924,1120.719,3034180.023,76202882.981,862019.221,459226726.2,16378.331,37511.57,36.401,0,1622.563,2475195.434,2557.689,0,2153634.046,574727.283,285.776,214779.899,986528.663,48649025.301,398182166.37,0,371542.418,17588500.637,0,207301.033,8843286.285,4591535.902,0,82081644.893,1954554.027,24587.081,6580508.982,15642.37,98019922.314,262045.807,36162.617,23689.339,37455441.017,416918.511,40365.158,0,493.128,1954.776,1234.582,2855.253,265678655.885,0,1910.34,110314.846,1067.297,700340.986,72787.768,244786946.642,1065.686,33772247.062,8749654.795,31305231.872,11100127.421,893820.501,7198.26,72688.018,2598898.158,253080561.185,13202.263,201022.597,31502478.213,411814.174,244791.418,450918.428,3258403.492,1088.277,0,22535722.779,1831.05,89486.978,92778.909,241.784,0,384792.729,560464.124,0,3090207.968,1135805.968,5278713.685,3394.266,2016410.32,697250.156,83019.413,15.994,7229210.006,0,40323901.526,367.467,49044.066,2608060.234,0,4719.135,0,9446.695,35803.218,266.43,184046.068,1390.501,41577346.088,103099.176,1847.845,0,45463.645,107018.525,319.776,72471777.899,2460005.552,12022.109,95.035,715479.338,57546.065,2942445.875,46470.491,501245.837,1539614.753,378.367,3661.42,80205817.407,1305.134,8053358.343,876273.631,0,143.959,38705.967,43221925.099,8088370.372,8092.389,8503375.623,142911.382,0,38771.814,1005684.493,0,1853.901,77445.706,38492.116,85484.943,3753.849,0,715525936.917,0,0,71918.306,13976494.077,64004300.939,35248195.212,9323.229,0,0,28164.755,113.517,1235.491,1078.252,7709626.483,14737.015,0,21551.749,6302.411,0,5588.208,1632965.268,210949100.934,426.739,26660.813,7530.267,11801043.69,186238.55,56401201.908,53258.07,865.872,0,2216148.07,0,32721401.451,7842.894,0,0,0,2782718.025,3067.201,151735.773
MNG,0,0,0,0,0,2296.9248,15027020.568,8072849.676,619052.436,0,39058107.9876,47605808.0484,277869.24,0,32256680.597999997,0,0,0,0,4375411.2732,0,0,84533.53199999999,0,0,0,0,0,3440678.4,0,0,0,0,0,27330302.7732,181686534.0468,2907465.864,4164489096,0,0,0,0,0,0,0,0,160069.19999999998,0,0,0,1198946.976,25545700.8,232608917.0244,588853.7988,0,6607961.2956,6206.46,0,1381.2,39960.18,0,15053813.804399999,2006106.876,39264.105599999995,44555828.6712,0,79559799.9876,0,0,0,30130897.6164,2249406.8268,0,0,0,0,0,0,1198791.2736,0,0,41029.2,0,46673027.0268,0,1289284.8,0,26674556.4,12955326.184799999,43825827.288,4473515.7936,0,0,0,0,101620727.7156,0,3214581.2184,925463477.6808,149132628.924,0,2057397.5999999999,0,0,0,0,1171.9343999999999,0,19747.2,0,0,0,1674329.0424,0,26166787.2,148549.25879999998,5125836.0696,0,335822.86439999996,2585949.6,0,0,480,0,521898.8328,0,4294813.2312,193343.15999999997,1177.2648,0,0,0,0,0,0,0,40247534.445599996,17.5644,0,0,0,0,0,77380390.632,478193.28239999997,0,0,8828235.4632,6138.882,436444.7472,0,0,3719200.8,0,0,105526936.8,0,466482.6384,0,0,0,0,2846798.1,0,0,6740869.1904,822425.2596,0,4079.7012,208875647.652,0,0,0,6924,0,0,0,3823123.1999999997,0,0,3162,6502034.978399999,53281884.20159999,35919829.386,87.93599999999999,0,0,0,0,0,0,25367011.9812,0,0,0,0,0,0,0,126692142,0,0,0,11156477.496,240910.8,201778966.79999998,12139954.608,0,0,0,0,0,0,0,0,0,19684531.0956,0,0
MNP,0,0,0,0,0,0,1450507.254,0,0,0,1268262.9083999998,0,0,0,167863.3596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.6471999999999998,0,0,354048.6924,321220.596,0,0,0,0,0,0,0,0,0,3300,0,0,0,0,0,269549.8872,0,0,249827.95799999998,0,0,360,0,0,40169.306399999994,0,0,0,0,882852.3684,0,0,0,233568.8148,0,0,0,0,0,0,0,4096.278,0,0,0,0,14083916.4672,0,0,0,274262.39999999997,564328.4232,373559.7336,551.4467999999999,0,0,0,0,1252782.4764,0,0,21166752.943199996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,517266.894,0,0,0,0,0,0,390092.3076,0,0,0,3892130.7336,0,104368.84319999999,0,0,5379730.8,0,0,168103.19999999998,0,642.2735999999999,0,0,0,0,3863.3759999999997,0,0,6158039.9904,0,0,0,105586119.3444,0,0,0,0,0,0,0,8593.199999999999,0,0,0,0,0,4410.8664,0,0,0,0,0,0,0,2161454.0892,0,0,0,0,0,0,0,3427.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5451.7656,0,0
MOZ,14000,1445000,2148000,2000,102000,66000,1040767000,58377000,187000,0,57438000,6107000,10000,0,56057000,1000,2000,0,15675000,783000,342970000,3003000,12000,0,5000,0,0,1000,29874000,51000,5274000,3000,3452000,0,75587000,54752000,4470000,1551711000,2065000,316000,73000,461000,0,836000,0,0,7000,186000,0,0,437000,1504000,95262000,87000,27000,30663000,146000,2000,210000,7346000,0,164064000,818000,6000,5384000,0,69049000,0,368000,180000,55598000,88000,319000,587000,16000,0,44000,61000,353000,0,1000,0,0,147332000,72000,86000,28000,1763000,56981000,807015000,5698000,31000,27000,489000,2541000,58790000,455000,4876000,217695000,490000,10997000,51000,56000,5000,0,45909000,22843000,1000,599000,14000,0,0,572000,202000,31121000,232000,13905000,72000,1914000,0,537000,9000,6235000,298000,0,203000,1161000,2718000,0,1000,0,0,498000,0,44303000,17997000,209336000,53644000,7000,23000,1943000,7000,0,65016000,9304000,9000,15000,1670000,32597000,47385000,110000,228000,752000,0,0,39477000,3167000,268889000,1058000,0,0,598000,1143000,144029000,186000,22055000,266428000,3000,698000,616876000,0,3000,0,3000,0,0,0,44000,77000,0,0,1158000,681000,5976000,72909000,6000,358000,57000,636000,54000,46000,135081000,0,1000,2000,0,0,6000,118000,50450000,3000,51362000,4052000,3440000,911000,179793000,1000,0,0,46000,728000,137000000,0,0,0,464000,2339819000,36139000,29429000
MRT,0,15683.655,0,0,139024.357,21529.317,888441972.411,2420922.07,0,0,4952901.522,452953.501,0,0,519637062.803,0,0,2453013.194,1294906.15,576275.862,1828273.243,0,358224.064,13340.435,0,0,182147.829,75469.537,223359279.667,0,0,0,0,0,20184578.292,6472389.267,385172.542,385986535.432,4060288.025,803.872,21179.335,18250.702,0,571586.49,0,0,2811.139,0,0,0,317489.962,460907.934,91128632.138,278579.398,0,3596197.456,0,96738566.961,30842.656,46191426.57,0,615137380.164,190029.461,1876.628,6015709.371,0,334258366.853,0,0,220069.645,26619678.829,87037.019,1608081.818,0,5372.056,440199.739,393.866,0,1570382.932,0,0,18919028.349,0,18072481.874,0,204220.256,45739.532,36658.57,158230905.21,105604152.372,4107132.183,119199.241,0,0,476.535,26831425.857,27.868,1387982.015,100589752.803,84677.794,213243.359,0,279636.328,0,0,3378881.798,257091.957,0,537755.796,0,1257201.193,0,318990.389,0,3939795.117,1248705.849,10457452.371,0,224950217.413,7712.51,18638.55,0,483249.24,0,0,11300823.227,7016404.222,0,354832.661,0,0,111632.219,2038856.551,0,1139738.515,23054.848,151712207.279,165024.699,0,0,122641.357,0,0,69328868.245,10244584.37,0,0,1981697.629,930678.159,3624024.2,0,181562.279,10038.865,0,0,43849756.322,0,6297949.876,0,4655.678,0,951404.356,60339546.241,3875009.325,0,154057.926,14823640.22,192835.036,24781695.866,43347976.176,0,32661.681,938.328,0,0,0,0,10861633.656,0,0,0,96676.522,291814.787,1988544.201,2347524.216,0,0,897135.22,501648.476,3.344,17057.323,40490902.692,0,61786.853,0,4254.587,0,0,12325515.284,93633209.771,0,84356.385,40.408,17603845.796,660707.651,185531893.996,0,8.36,0,0,0,2541502.241,0,0,0,0,18057787.173,312172.245,0
MSR,0,0,0,269899.152,0,0,122491.033,0,0,2645718.749,1811.441,0,0,0,1386088.91,0,0,0,0,0,0,0,0,0,0,1211.478,12702.215,0,108085.785,363700.959,0,0,0,0,204224.255,0,0,660930.036,0,0,0,0,0,20879.678,0,0,0,0,536720.833,0,0,0,22365.518,0,213992.107,88961.237,189621.852,0,0,0,0,0,0,0,27821.141,0,668481.633,0,0,0,2325277.205,0,0,0,0,0,0,0,0,37319.122,0,18210.696,122333.996,61812.5,0,0,0,0,41807.378,38447.737,207321.155,0,0,0,0,7691.652,473348.096,0,948539.221,0,0,0,0,0,109405.959,0,0,0,0,0,0,154149.096,0,0,0,0,0,0,0,0,0,0,71022.248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,435142.533,0,0,0,0,0,9448.811,337923.563,17539.793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,318.681,0,0,8948.663,0,0,0,0,0,0,0,0,0,0,0,8421.648,0,5239.837,0,0,0,0,6977.189,0,0,0,0,0,0,0,0,1822477.591,0,298126.5,0,0,0,441.548,0,31997918.335,0,0,373489.381,0,18356.263,0,0,0,0,0,0,0,0
MUS,24.344,0,447583.465,0,775983.68,52092.04,695751884.458,84636420.791,3237.949,171471.635,93523086.947,15287569.314,5152.423,0,112955320.413,12622725.869,0,1354299.872,23243260.99,3478982.112,54656843.1,25328.051,341894.653,0,53896.944,35225.318,0,259834.54,123344058.001,4855.012,0,215.542,235990.432,0,5669606.031,49127453.232,1790625.837,993080073.416,338530.587,2265928.022,46656.565,38705428.217,105699.15,339131.949,3487.4,2166.843,213677.763,103299.91,0,1725.42,1135884.732,20680094.139,208230058.544,0,0,11797094.653,307448.884,32245.967,143992.956,50427823.886,1372.847,149952458.956,729070.285,443031.255,4089057.827,31721.902,384046585.809,23114.088,0,443695.819,113463423.359,28634.172,163262.454,0,117338.317,380.761,7150.447,2104.524,9131833.621,0,0,182015.949,579831.195,12925791.406,10908.286,97429.086,22138.592,11436449.332,86379063.939,642614436.842,16529352.788,458035.04,3253391.208,104564.974,6366577.122,138150746.173,1254.152,521023.393,191795287.661,2485.661,56683392.433,0,2681669.299,0,0,63056214.491,1000614.618,474698.835,1537102.284,154575.929,0,0,8016812.365,41735.567,5214793.299,1118024.399,824509.19,30340.019,8609853.178,55123.04,43440154.34,11589003.579,8751445.193,51.295,193133.702,2488353.324,10557802.362,1062222.855,0,2587.39,0,4941836.709,170564.379,0,0,1240168.996,104941729.87,1054318.11,77661.789,29477.873,43460.236,9889.491,36210.379,50398093.667,4632507.901,50527.355,35647.279,69777105.446,177943335.058,25620496.522,19670.936,850979.281,4174019.597,0,677.399,29561304.561,0,21369674.3,22354469.752,0,15154.999,1809072.973,4375257.614,689422.011,48168.917,54163117.438,18230614.555,2856.216,4896.631,27238469.184,225.549,107.451,116514.189,5775.302,2087.735,0,0,9586468.808,0,52568.257,373381.551,7473992.636,3678807.761,11381723.864,1006231.792,0,87755414.15,2244.382,1769.006,0,3782.338,91349048.221,405.304,43445.125,1683.403,0,0,34266.28,8486999.062,103869630.115,0,5941125.025,2459676.384,6780187.764,4533225.002,117973653.786,311561.814,240.571,0,13841.731,0,79760920.861,255.107,0,0,0,457158791.285,2265817.08,4454963.795
MWI,0,0,3057.52,5759,0,20036.22,388784632.35,205572.6,0,452.06,13289602.63,1446990.04,254.59,0,46016221.88,100,0,0,17886.5,2059763.64,3331537.73,0,5077.56,0,2500.13,3586.72,0,0,2761070.12,33469.22,11453.77,46994.07,6034378.17,0,11358640.12,45396768.94,93219.62,546117694.07,45397.05,54620.77,13074.36,8186.63,234.53,30573.68,0,0,1010.37,383.04,1029.74,0,15611.75,1043886.88,31580829.32,0,0,8500596.27,119.08,0,32070.32,21472276.56,0,6010082.15,188122.43,949354.43,4885918.97,5242.86,15203778.51,0,0,34460.03,98567228.36,108847.19,1251070.87,0,3523.99,178324.93,59.62,0,242104.22,0,0,129.14,0,23750259.42,0,673407.1,1374.41,1775593.43,52597915.79,220173593.19,3501506.04,352754.21,0,1846.19,994793.66,10019904.73,19709.3,4178528.3,80438522.83,0,52340641.67,0,32815.14,0,0,29257415.66,89675661.74,743.35,1231057.86,0,0,0,819909.38,462.62,5540446.69,3758,7112560.37,1479.01,15410.04,2165.05,3483319.29,0,816195.12,0,13853.01,0,69.88,5153.55,0,0,0,102768693.17,1263.09,16717.66,2289885.63,0,43259277.66,752294.36,0,124924.68,325411.36,1596.86,0,16680046.54,3598910.93,1067.26,1614.07,148412.74,18554133.53,11506675.35,10757.94,1458.29,406953.61,0,0,13636214.52,24911.46,2103250.19,3300.64,0,0,990405.24,204492,37475686.92,983136.56,1272339.52,64971853.22,79068.79,1760.57,3440399.9,0,0,20585.85,485.17,0,0,0,20133.66,0,31622.94,63472,1430487.69,13971.3,4643814.7,5923410.54,0,296860.03,396.56,6577.11,0,8963.83,12462599.95,0,27450.43,0,397.04,0,1267.24,23614.65,7850822.88,0,210987652.94,2833082.38,395443.97,152.31,59500396.96,0,0,1320.88,23680.17,0,16599623.62,0,0,0,0,488624692.34,127494138.38,27485053.12
MYS,0,3807086.825,25365726.114,0,1054331.694,35257.898,5567639584.13,1646647903.297,99435.305,5375.581,7616482658.359,653879008.967,360912.486,1581303.269,817216980.107,244574.448,584.788,80173.904,328780411.286,38164752.562,280909447.263,987749.352,3251193.547,0,21817137.053,451701.606,0,2060683.107,2732673323.893,2010511.021,638087055.188,17069.596,149781.271,2366856.15,926599814.867,1581650153.344,302221430.809,56708868760.368,881030414.387,270278615.974,152895744.103,192405064.766,0,318599275.518,0,88211.84,308809582.71,9585403.64,1014308.878,143564.797,10580960.038,235578143.827,7211171435.925,2473794.596,50606.237,324417493.236,22650724.592,23642443.577,359256362.465,228212073.309,0,688154111.433,16247669.528,16661991.596,271666044.879,1243638.262,2323181942.846,432820.416,27741.82,401706618.007,1867013831.169,30600352.368,226364763.215,8228686.982,33712927.153,94775.855,676484.243,188189.615,330743878.302,102585.313,109.634,17283308.165,1310400.185,3342762959.35,4604672.49,64407337.272,5808005.956,152967468.067,13222041071.884,6543946328.175,3378265647.45,46764353.075,97911355.713,555724.222,0,1762676365.211,2384045.246,112415125.348,15555690350.175,1948905.63,22902036.058,266765.712,148006239.951,580946.87,128.053,12095702025.704,618024887.567,16545742.362,9943271.806,26831789.442,57902580.765,86900.835,78117625.287,65.123,33361359.441,7360081.205,15895940.435,16624509.661,42711275.987,2419471.542,23068827.065,4846537.221,671720278.986,0,423218.001,353244.017,16959930.019,231451648.051,28110306.925,428311.602,3142.553,110597896.667,248673.449,441.168,1624830.212,3464879.018,104114847.279,6408344.692,168865.065,4398.741,438496781.355,9466368.822,0,1117342258.756,230447757.046,1454723.211,294.258,913915277.806,800225225.931,448333774.493,6870661.074,182908169.636,2120866912.027,0,176215974.069,336171400.107,0,58539951.279,3711394.429,1618100.43,504.098,603111626.563,137015253.529,2498356473.151,23012215.727,18373733451.46,9572718210.55,470118265.791,2932190.023,31528337811.313,791212.852,10235295.686,1936865.391,1956956.064,70107.737,6238.84,0,5094316.494,21091.195,39.468,5481071.499,29330032.229,48414499.123,491453780.769,0,0,823993.676,208593.185,0,87231020.888,107345621.908,11940675899.253,800.548,479684.84,714173.826,362053.339,17231.196,2987712.474,94858159.651,614577112.789,0,79872402.421,34270097.668,81262750.883,19944541.382,19528114542.848,420253.494,10387.395,52.624,39228742.804,6189.943,6010653661.328,1989414.345,0,41782.225,53098935.267,764550043.439,8984031.713,3035983.066
NAM,34.641,1237.177,6498570.805,14582.963,4438.551,182865.208,314861928.961,2212343.655,891.165,1534.467,25032678.73,17852942.207,13063.232,7757.9,24234590.273,10580.021,0,155.606,2190622.728,6977536.57,42798899.939,6263503.235,9575611.464,0,405610.934,24678.063,240.875,2938.48,38017123.65,58.114,14041.689,3855.263,18554224.956,2105.49,13125700.055,116746973.094,2045905.933,646562160.11,11579123.189,45985.084,60214768.464,13541.165,0,48569.144,115.882,14536.11,117651.857,21.251,5266.509,6047.79,2654366.817,7371892.478,155997452.515,7307.694,18327.842,8226734.848,102990.417,5257.263,17198.611,957686.622,72.426,61430296.708,8186037.456,18667.313,15868524.62,0,46208661.112,0,0,23965.744,120892277.206,6682340.664,81550.935,282396.66,95295.439,132.954,0,66.003,34783919.773,0,0,504.816,48.661,17763924.743,15215.121,502719.904,319.238,2676644.599,8057910.268,485654542.796,31372297.998,681637.551,0,377827.277,3843296.927,66215928.304,30096.018,18045.499,108286411.181,3073983.547,181090.493,172.121,276334.402,0,169.14,22168801.829,247.52,12395.981,427267.895,1903.419,80.721,0,407173.253,501015.018,19672295.409,517974.022,11767850.614,32281.77,17231636.789,19910.5,1890219.644,0,20822011.987,1150538.534,13822.361,2323.098,1494992.245,21472.094,0,13.373,0,321217.335,5551.203,36.946,5686239.777,192632.859,134068600.29,283367056.447,442.197,16766.725,193976.752,13796.527,79.001,72939773.955,27923859.441,2720.179,12743.348,1434096.829,163520947.464,1632820.479,2706889.032,217698803.809,560245.809,914.529,117.293,35885395.906,4197.897,9057385.271,269384.053,22.363,0,5725673.088,1461650.16,33103449.823,20792.532,7993808.442,236773132.917,356.139,13591.414,69632916.068,579.136,3991.297,36077.817,122163.156,2581.93,321989.713,0,358803.44,0,333.385,53970.72,5483963.349,3538401.327,22759996.605,25787107.57,0,35424.534,816.084,4986.613,131.882,4440.582,20972097.128,0,34989.27,0,0,0,0,276965.442,13980352.558,12.185,2843910.064,104396.077,483628.605,1617259.354,243418497.644,0,98219.211,0,286.755,392241.956,4585797.282,144096.886,368.221,269.753,48077.642,2581995955.644,74532526.792,3703257.449
NCL,0,0,0,0,0,101.1432,4080238.3932,0,0,0,469748391.1104,5700244.021199999,0,0,26840429.716799997,0,0,0,0,712463.538,0,0,0,0,0,0,0,0,12352814.4,0,0,0,0,0,57149288.620799996,2921188.0823999997,583924.1159999999,184253232,0,0,0,0,0,10616357.328,0,0,8813.424,0,0,0,96587.56319999999,6153576,66123899.024399996,12198.3864,0,10163073.4992,2307.6,0,0,0,0,37708251.0372,137241.792,0,4838066.3736,7446099.8532,1121263565.076,0,0,16477.2408,21630927.8892,0,974.0315999999999,0,0,0,0,0,1324176.048,0,0,0,55727.964,0,0,25360.8,0,2825812.8,19837402.0512,19695308.038799997,3338048.8008,0,0,4463.2428,0,67254325.1436,0,0,63925631.87879999,0,1494.4608,0,0,0,0,0,0,0,0,0,0,0,307375.9092,0,2637793.1999999997,1365670.9679999999,598989.5124,0,5480661.3288,0,38595.7536,0,0,0,10279.933200000001,0,1176.8532,0,0,0,0,0,0,0,18861.214799999998,0,104972712.55080001,0,0,0,0,0,0,24378006.799200002,5641677.544799999,0,0,106352247.93119998,0,496193.46599999996,0,1192117.26,6365026.8,0,0,6312912,0,3383586.6444,0,0,0,0,8579981.304,0,0,4851088.498799999,0,0,0,502105339.33559996,0,0,0,0,0,0,0,133191.6,0,0,0,3048677.9628,2217205.2756,2315139.0683999998,0,0,0,0,0,0,0,57515152.1172,0,0,0,0,0,0,140314.5312,16618644,0,0,0,131705.376,0,76049799.6,0,0,0,0,0,0,0,0,18653.0772,0,842439.2568,0,0
NER,0,0,16354.077,0,33897.38,0,164474705.128,2652686.77,0,0,1862350.149,243194.298,0,0,73678221.703,11030014.477,0,17127571.648,29141.985,100376.371,0,0,52.949,0,0,0,208.359,0,9931943.173,0,442.706,72.088,1856.624,0,3087177.517,2369395.14,105114.425,859075639.149,32004159.956,29380.214,1522.844,21.529,0,0,0,140.765,2681.145,0,1639.932,0,6462.121,1057741.219,34345153.005,0,0,2927436.145,1080.547,35412704.244,52279.106,7185039.234,0,10849562.091,50677.528,434934.595,10580789.759,0,761479417.821,0,0,2393.4,3183427.209,5753.095,39437803.435,0,52156.509,0,0,0,10265401.211,0,0,4536.313,0,81449.505,204264,30239.096,0,1010081.622,27465643.165,364192818.405,13860665.696,641908.767,0,614194.736,186643.573,17377934.661,17516.781,55380.275,73302619.716,0,652319.157,63506.385,323119.933,0,0,13049119.584,1546627.215,0,1673591.903,10.433,186396.35,0,2913.374,106847.748,829744.385,147691.755,31506.09,2157.38,14907201.918,34.81,1343.367,0,1232099.264,0,15304.599,1035698.632,51072.826,88.765,0,0,0,0,88271.271,0,0,0,25975501.828,7553.531,5420.288,0,208256830.753,0,0,23412412.624,752769.595,0,54.527,406156.431,0,11896915.149,0,53090.821,96511.556,0,0,6145897.174,858019.884,461630.416,2614.155,0,0,8284.205,479935.95,12754088.214,262783.511,168152.021,834109.044,1821.665,11091916.833,228868.315,0,0,38074.976,833.859,0,0,0,0,0,0,0,104860.495,63695.338,7107954.215,14406.187,0,0,0,12479.018,85044.168,40660449.936,50465146.1,0,833.097,0,0,0,0,3667127.982,38778349.014,0,86599.087,602920.923,120359.618,0,63936470.641,0,0,489.129,0,0,1600770.419,0,0,0,0,5420668.672,1980.769,0
NGA,29914.188,29781.626,749242.483,4467.33,50842.919,1017532.512,902729069.959,32289266.339,33872.763,311026.727,17562831.88,94359095.475,9618725.595,275.474,6118670425.759,5987341.177,0,7982.083,10191021.622,8182349.241,9272754.009,49966.008,54733.026,0,305913.483,5630.575,734.163,3534.98,1467157132.512,10215.785,0,0,27720.405,2641.867,566102699.714,149611224.98,165775708.732,11952933159.455,102864491.094,5790496.713,23834.311,125821.569,163.013,2619496.158,63580.764,61090.232,258648.102,5162.409,2025580.376,2686.451,75845431.741,91658318.591,1142227285.96,94433.776,2080.208,85633011.816,24217.371,897928.836,360812.521,195181059.749,29877.819,582861615.312,5607372.343,27757565.114,27058003.375,898.849,844859846.034,87564792.439,0,2485040.562,1246340696.945,272452.831,57627220.669,597858.318,240342.77,20244.711,0,23091415.413,197791265.85,123529.916,417.578,565.963,18104.122,88103407.002,8430.069,8566468.46,619.769,18864134.789,435314421.36,5229995461.301,290340105.255,303452.242,34958.692,86981481.747,20185614.759,1167247445.796,238921.848,15104078.08,395136842.363,733235.433,61543336.105,1092.394,78204.366,0,742.282,1730671691.626,1352749.039,101992.514,25579120.617,1132254.602,10860.961,2483.932,4387168.555,6877.935,335138598.443,5612638.287,716878353.213,953.31,77938799.916,57522.796,20640694.529,17.744,196440511.561,1160573.867,2047132.317,488751.859,2252186095.171,138988.079,69313.122,4672504.356,0,8919541.051,15231466.242,0,2594104.661,100980.87,582301991.027,33424193.954,9066.239,7193232.571,0,9163.826,0,3267832240.053,875847036.792,236.082,0,160964915.172,489904609.82,18026876.512,5856289.088,10252519.85,6947908.488,1209.412,7411.163,548377279.411,6801057.151,64429750.4,57106.909,0,13691.825,106901238.037,22053701.758,1510783831.373,501534.051,454235433.688,1510972855.613,6825511.314,3437881.151,9327290436.242,0,666.659,1111959.828,2050.576,4353.677,0,0,14807047.824,0,0,0,13918326.404,21408996.297,204990102.434,87159265.42,0,3108290.416,648.336,30826.127,1816.316,124590900.4,232316737.318,0,88843.592,0,0,0,7753.739,134549412.21,851680905.763,0,55110437.147,18750115.224,2470901.533,22126805.421,4039949908.527,6083.874,0,0,803774.296,25417.605,91370954.669,0,0,214,25856005.292,527018065.866,915468.283,6601541.051
