importer,ABW,AFG,AGO,AIA,ALB,AND,ARE,ARG,ARM,ATG,AUS,AUT,AZE,BDI,BEL,BEN,BES,BFA,BGD,BGR,BHR,BHS,BIH,BLM,BLR,BLZ,BMU,BOL,BRA,BRB,BRN,BTN,BWA,CAF,CAN,CHE,CHL,CHN,CIV,CMR,COD,COG,COK,COL,COM,CPV,CRI,CUB,CUW,CYM,CYP,CZE,DEU,DJI,DMA,DNK,DOM,DZA,ECU,EGY,ERI,ESP,EST,ETH,FIN,FJI,FRA,FRO,FSM,GAB,GBR,GEO,GHA,GIB,GIN,GMB,GNB,GNQ,GRC,GRD,GRL,GTM,GUY,HKG,HND,HRV,HTI,HUN,IDN,IND,IRL,IRN,IRQ,ISL,ISR,ITA,JAM,JOR,JPN,KAZ,KEN,KGZ,KHM,KIR,KNA,KOR,KWT,LAO,LBN,LBR,LBY,LCA,LKA,LSO,LTU,LUX,LVA,MAC,MAR,MDA,MDG,MDV,MEX,MHL,MKD,MLI,MLT,MMR,MNE,MNG,MNP,MOZ,MRT,MSR,MUS,MWI,MYS,NAM,NCL,NER,NGA,NIC,NIU,NLD,NOR,NPL,NRU,NZL,OMN,PAK,PAN,PER,PHL,PLW,PNG,POL,PRK,PRT,PRY,PSE,PYF,QAT,ROU,RUS,RWA,S19,SAU,SDN,SEN,SGP,SHN,SLB,SLE,SLV,SMR,SOM,SPM,SRB,SSD,STP,SUR,SVK,SVN,SWE,SWZ,SXM,SYC,SYR,TCA,TCD,TGO,THA,TJK,TKL,TKM,TLS,TON,TTO,TUN,TUR,TUV,TZA,UGA,UKR,URY,USA,UZB,VAT,VCT,VEN,VGB,VNM,VUT,WLF,WSM,YEM,ZAF,ZMB,ZWE
LUX,463.832,5620.91,23035.693,3333.367,1850236.598,121386.892,27076051.114,19964146.725,125524.928,4463.769,4010315.541,192598995.276,30614.283,0,6145562663.639,16010.55,144.09,52265.465,36396266.779,12131188.756,419218.051,11635.24,5424941.05,2873.644,1241391.549,23264.597,3393.605,358538.608,26258777.688,301733.793,51882.437,130.098,206509.353,762.132,54518745.474,218731766.881,3003539.863,817529086.18,62640325.59,5251906.411,24721.012,7591.782,7416.822,3268158.019,1946.284,19381.253,4541131.262,7921415.615,364.755,19903.604,3951902.102,273412470.911,5501238189.782,80416.175,3387.679,64131952.767,1686857.861,89735.91,2139771.118,2493903.946,4778.299,441869203.865,8819485.282,273063.296,74901256.308,77159.437,2624360573.901,332391.327,2941.862,145408.063,363088235.035,2811183.906,121396.883,50863.276,956.09,147.453,77.851,281358.93,20712894.093,0,402190.546,669105.068,8129.756,9545995.863,531447.365,10747873.77,12186.319,177899788.584,109807688.869,93783949.808,110093184.862,709318.486,14364.491,7567800.758,33650683.3,855670433.286,200982.729,550078.532,469320036.631,7464830.985,3170420.245,8320.265,7724721.521,0,567.882,127317349.815,5025.672,146705.683,453902.878,5682.856,731069.167,5336.926,4433553.468,59.47,63601586.109,316492430.089,16632208.79,15494.525,11811183.653,509908.905,1388498.361,36630.083,39287230.695,191.482,4569758.097,21692.443,1164772.195,4251188.562,300622.865,17018.184,6788.377,4629564.135,68867.188,63726.729,676900.777,2562114.371,20870493.828,265503.693,13608.771,8347.102,70420.246,691680.584,2505.213,1188457621.096,24834496.266,135937.61,9667.709,3904004.724,143446.977,7908494.822,340618.959,7489735.856,7442518.888,303.815,93362.55,587054111.955,6797108.611,125064480.983,767228.163,610.203,4600.668,44207.743,40984107.191,24526092.3,9206.527,44859991.329,8228561.428,101325.185,262257.249,6979556.601,4181.471,113.533,826712.426,131209.925,10751.789,3149.984,0,14084356.406,10272.052,2598.094,6527.781,132495450.95,54578509.515,140807437.16,54968.107,27.064,1546950.514,196604.262,32257.562,63.795,68598.147,51485157.74,14672.285,176299.973,1107.554,44.137,2357.533,42636.519,6629171.213,107493192.321,42.591,1183104.661,1041505.107,47663975.749,817632.072,692442122.141,6413.383,4477.263,8059.776,228653.713,20977.779,212799821.333,112.766,135.148,88.242,172.927,36278273.06,259612.509,2407482.243
LVA,102.721,76365.678,55.145,0,4107007.469,3275.163,7174957.963,10247561.156,4233297.481,44.332,11711734.026,253795096.925,6951644.636,0,510746734.846,0,0,7.569,1919762.159,66098909.826,69868.334,1869.513,576871.947,0,187493722.794,2001.428,88.664,55330.678,11701825.28,7778.646,1510.532,0,0,0,694967086.652,128179502.16,3347668.199,935693147.109,233967.067,540.634,0,1.081,0,195310.632,147.053,0,560621.56,0,0,237.879,14457736.788,506884890.98,2778031808.613,142.727,3996.369,485848031.465,2668872.628,4770911.808,769091.232,10669013.713,0,317258302.038,2130061077.494,77933.517,1002607732.463,0,476988398.604,5836439.319,0,60887.317,261444038.719,9179181.258,528879.839,3550.886,0,0,0,0,53585318.885,0,15795.172,32461.847,839784.574,20097073.813,258792.994,16917645.606,7315.863,215658727.829,14316003.016,121949012.875,82198575.72,742886.687,61396.595,15906371.828,16484987.861,910396240.609,11108.954,242206.333,25752697.987,88384500.52,176251.11,2213189.269,265153.016,0,0,57579136.992,214257.702,743391.639,304201.951,53536.853,0,0,10025676.185,0,5290765769.549,13226037.753,0,5674.498,27913188.386,11856662.947,368402.275,618.486,36344677.799,0,3591677.007,888.803,3216041.044,544574.453,13255788.859,672504.75,0,89214.393,36552.286,0,176839.32,0,17146557.741,194669.44,281.13,0,649498.597,160590.015,0,1083984499.7,124966724.385,84092.423,0,4756601.217,14879.337,6028293.135,206289.834,1610344.168,3091566.482,71.364,0,2646447191.534,0,60307714.03,317457.223,0,0,20017.526,67018736.391,655658601.827,73.526,113328056.005,2089469.432,0,88185.025,18953425.725,0,0,15079.372,1096.406,226352.773,116.777,0,12531033.966,0,0,35097.979,241173353.173,96201164.377,787778305.228,3891.486,7296.401,435714.491,17758.756,0,370.875,1102.894,20714055.419,408125.922,0,0,0,0,13980.803,616885.373,183369634.525,0,19409.853,195240.35,323660524.894,359863.497,249053937.305,34788270.553,628.217,0,1367026.291,3425.459,272085724.449,0,0,0,0,2240946.515,780.676,285.455
MAC,0,649.603,388667.893,0,394995.38,0,26756096.811,8091964.534,1257345.653,0,369393399.946,17344868.998,0,0,27531972.914,0,0,0,3411937.817,3744570.101,6386.519,0,414196.484,0,8148.309,1883.823,643.774,42562.121,137302431.925,7520.286,148.821,0,0,0,52128899.214,1194471412.882,7076647.219,5021399739.878,178702.991,211778.035,655530.325,228804,0,1807497.23,0,9573.268,786480.699,29244993.013,0,0,1068937.315,10888501.051,211199635.785,0,16308.772,22957917.004,10518974.982,4121.095,8462150.872,1929661.969,0,81631480.769,540653.463,184590.713,1590487.524,2386457.903,2824461914.479,0,0,0,309623962.678,62579.259,458.616,0,11729957.136,0,7194.368,0,4184466.817,0,562226.026,170013.966,92165.82,892385229.996,10978035.596,872211.509,36191.351,7241769.447,231598914.337,24932747.813,55266324.468,159617.843,2671.209,278448.749,5869549.536,2078360871.781,57649.323,117569.898,1064551243.785,32.617,337022.001,0,6707650.952,0,0,178776524.339,38589.722,1333196.376,4981.031,0,0,0,7708156.632,0,562875.133,53299.043,232699.011,2500.561,3320745.037,2341277.033,871320.321,169179.826,24158261.573,0,160705.847,2239.753,342075.086,17120468.977,0,24571.798,0,200668.937,1854877.051,0,140872.131,0,105108825.053,2405.688,51112.618,122999.5,1248604.541,9509540.552,0,70798606.318,13897694.763,299136.077,0,42740761.936,4106880.719,3994293.589,827071.068,2604381.368,17240104.135,0,230492.744,19540468.478,0,39194481.499,9964.915,57139.859,0,4123.452,24503495.503,6503117.636,0,192246381.829,31702478.358,227.572,3577661.776,121537806.374,0,0,183787.081,107091.552,0,19898005.918,0,1530201.221,0,0,8113147.807,2421165.636,4743232.264,26559396.553,0,0,74885.62,3337.182,0,0,510.951,192545664.494,0,0,0,205045.26,0,71445.132,3755282.716,25612007.859,0,5787532.424,34252268.919,591384.232,350371.72,1047723627.176,10247.55,0,0,5280231.06,0,358193686.136,0,0,0,103543.416,42462185.201,15646.024,657862.595
MAR,3992.527,191746.14,12861967.358,0,3620341.899,1104.879,1301651651.618,582741523.579,14570.11,141.644,48552234.215,283718205.139,1235721.201,32421.494,1071438054.596,124589.065,0,1667072.829,69335957.645,209739284.695,658288203.183,7109.166,3202626.119,0,4131835.037,66835.601,23980.729,628279.754,1557165900.446,27510.143,1775.564,0,0,267834.929,706490364.211,363370101.026,40698481.788,7503233186.28,32746660.614,3573397.94,16668289.15,2585701.824,0,221326911.947,0,143779.451,12130627.53,364104.488,645019.706,0,2467013.044,691206919.548,3489724212.051,3172.505,28017.376,156243633.39,1219019.112,64173141.174,26345189.305,923958486.742,9230.487,11074140252.468,57810797.698,3204333.781,206258602.366,1102.609,7466680472.549,71533.951,0.099,20655015.147,843045854.622,29283215.417,6104487.773,29004.799,4929322.495,358335.409,70671.289,1104597.913,475346185.868,0,12878508.033,24425356.13,6731.233,21269291.709,4988378.057,47447415.725,160.392,357205626.962,205410822.71,1480635297.107,264199586.466,3418816.06,3095054.164,8047762.111,177377298.204,3398650004.899,7817.951,82946193.507,469685196.7,333250654.294,17885629.326,397518.833,8097020.071,0,0,662882522.365,135692579.124,415681.417,25646161.634,4126229.546,135321191.011,0,22380543.66,13248.578,403867980.773,28364007.506,50295149.187,81714.268,0,17774936.774,3617056.633,238942.454,173805481.317,0,5558069.463,4571731.453,24421395.732,4604254.879,90063.227,142275.517,0,9779976.11,3377898.606,0,260031.092,2576840.979,193894382.51,657386.43,7456.008,38503.362,40198338.218,2804016.693,82888.127,798038700.705,88112989.419,243392.468,0.099,35214530.001,222913179.611,47844717.194,117078.375,38543331.724,37033236.75,0,191747.719,872503156.687,0,1643732368.582,223435.457,670107.979,9544.776,231364529.748,1187040555.336,895864321.128,250804.675,143622595.548,2339498189.544,5262501.082,28977280.766,428018667.895,5116.259,0,910166.291,464643.366,1131051.633,586619.245,0,46805612.601,0,12981.488,234.113,351746781.15,44988053.711,377429396.522,805515.128,1126103.965,316691.226,2465312.464,137.776,260619.366,41449439.179,180526942.373,34121.748,4429.652,1364807.468,0,0,377139758.025,289141092.756,3609250680.022,0,32874753.321,32309470.853,145172320.511,23475011.072,5968282222.467,24439048.432,0,0,1150165.828,0,405077074.859,0,0,0,158.023,229886713.991,978899.33,1086.125
MDA,0,515322,8562,0,3201890,56476,38378609,7398992,4639008,8038,1784240,86444157,22277306,1338,52614486,0,0,3684,18326348,146953724,3963,3627,6708913,0,87576292,82437,0,17019,12461352,99954,1200,25,0,1199,5343382,37045094,4633989,1017546301,1596573,171971,0,0,0,1730401,14345,0,3190987,128215,0,0,1020168,165515620,617876764,0,81615,19219345,448158,6549212,30810081,16130690,598,120633926,6631174,691074,19185789,1814,216903927,2110473,0,0,75966633,9417941,17602,0,45,0,0,0,135085979,3180,5782,123055,4861,3223206,54510,6931813,1207,181360032,12206735,209728311,9149232,3424663,12870,7008465,39176558,470277220,15822,2795306,99590465,60443805,1146102,4215639,2597593,0,415,62714953,10919,73967,162490,0,0,0,1455731,3107,17746805,2119793,20516916,35,11266824,0,70115,0,11631050,0,8143297,12898,84442,3415022,342934,0,0,2071,148857,0,145898,120327,9734435,25403,0,51,597644,131325,152,84353754,20086214,34831,0,1206388,902015,12595435,59718,3401788,4209979,0,3916,317001632,670864,28693952,129585,1100,0,770944,1300058194,321643107,46695,22942609,9389734,0,1072387,2177571,0,212,23190,24297,230368,613,0,38797473,0,20,909,82520149,31415647,47617966,65018,0,0,934837,0,0,0,13604327,658,1386,20031771,0,1061,110412,6615209,740852380,965,1277965,47737,1076248460,622390,122910721,12585326,0,0,304705,0,57164154,21,0,0,0,8830912,5169,352672
MDG,0,1987.973,19516.9,0,181605.426,157756.955,241106759.834,43665465.706,0,0,21096633.468,2335450.193,0,207.962,190633582.061,323496.251,0,10044.136,3188552.438,266647.921,8963171.566,0,1982.516,0,283100.705,0,0,0,60654085.746,0,0,0,3316.35,293.569,12239878.646,9618064.625,126731.201,818466831.351,1708835.632,139134.029,27389.413,21743.608,0,1086727.172,2016017.836,0,11499.949,0,0,0,27681.018,497580.941,43091071.584,2211789.998,0,6824633.419,396666.788,52758.923,14283.469,117217058.402,269271.8,41161254.194,0,703989.883,2695760.993,142056.912,540699164.622,0,0,1095103.908,23655902.782,11696.89,1626988.527,136730.202,0,0,0,0,1874953.392,0,0,0,0,42749594.556,0,403536.491,18308.241,130054.597,41679933.657,420675593.329,1117486.361,52832.059,2125.848,0,1530827.176,43372923.451,0,131535.333,23953257.859,0,9887358.49,40247.187,31115.732,0,0,44322343.292,257797.337,2681.482,1591389.823,0,0,0,153804.941,1807.209,186482.872,1180375.623,2981122.588,224597.136,8432286.321,7782.287,0,0,2021925.812,0,38179.448,3555.279,117861.887,7842.552,0,0,0,7339811.652,1453.807,0,188376589.699,20147.904,146974359.836,15769.097,16414.653,19279.546,85541.155,0,0,25633982.955,46264.243,0,0,2673775.122,648796965.766,107474168.19,142720.774,6575.121,303292.592,0,0,53379620.367,183031.472,3292514.962,13691.387,958.063,0,95202827.432,3375906.902,422788.213,11247.716,26724110.422,26542946.848,61011.467,594864.979,13769495.451,0,0,0,0,0,0,0,257238.361,0,0,0,1201173.804,2244321.087,6009253.65,1796496.729,0,7749769.405,536.285,0,0,105026.158,29900066.855,0,5452.718,0,0,0,395.326,9155374.039,55079044.083,0,23922437.788,110618.59,357811.686,663201.964,104583725.025,0,0,0,0,142735.682,44185070.508,0,0,0,0,267225901.173,1108188.131,6136.097
MDV,0,0,0,0,0,0,450913835.745,678948.502,8049.804,0,49739472.973,6622545.025,0,0,12208733.893,0,0,0,6265070.686,939851.575,148664.302,0,0,0,120.025,0,0,0,23770710.891,4597.977,0,47.022,0,0,28128628.035,8481317.009,1227654.018,404902370.326,2234.829,222596.532,0,0,0,122718.04,0,0,41132.622,53274.125,0,0,1019042.196,9419731.87,74625446.974,0,0,7145049.319,3114.727,0,377845.906,14568397.247,0,16210108.859,142957.447,4315.258,1013048.197,89563.913,46620437.194,0,0,0,21974333.748,37287.573,59697.665,0,0,0,0,0,701675.058,0,0,459.797,26704.823,27997597.821,0,206369.387,0,195901.585,62533487.153,544749167.864,2306224.734,86556.861,0,2591.371,23644.608,40077017.827,40766.019,254366.364,41853997.856,0,660475.449,0,12034.242,0,0,22587520.925,356449.247,23564.411,904898.677,3751.268,0,5358.869,162274339.452,0,671461.729,68937.592,445432.01,0,181683.22,0,11216.223,0,658268.528,0,0,14160.912,411719.311,0,0,699.873,0,121164.364,0,0,895939.71,0,205203355.171,6462.614,0,0,2117.054,2077.093,0,25771043.641,2998259.353,193409.479,0,14003841.308,527604250.81,9401764.369,9216.038,67461.928,18065036.823,69.987,0,7762855.175,0,1596268.184,114479.519,0,0,707468.316,921113.776,195820.062,0,3298121.943,6640689.518,0,3824.156,321610254.236,0,0,69223.281,1240.853,0,0,0,59677.245,0,0,0,332489.717,1137764.899,3915308.534,0,0,623152.974,0,0,0,0,90273510.803,0,0,0,0,0,6728.935,2517939.331,31118218.018,0,0,330077.279,1284740.919,64799.859,81349185.986,0,0,0,18421.199,0,14161590.608,29.426,0,0,0,16402667.164,69.387,0
MEX,5505055.2,5058456,105940.8,456,6773857.2,1134004.8,826039009.1999999,1216808634,541147.2,1797548.4,936758445.6,3087814084.7999997,1522.8,89982,2032314322.8,1335.6,0,12170.4,780193596,216477852,434430529.2,11995.199999999999,40027203.6,0,5628681.6,947448,2757.6,81293209.2,16103305120.8,133915.19999999998,11596680,4726.8,1528.8,695175.6,15719762560.8,2844639135.6,2425654699.2,137025477460.79999,134796735.6,6973119.6,894,430028.39999999997,0,2673046159.2,3610.7999999999997,28507.2,1651844936.3999999,9111879.6,190926,2046,1191778.8,2363612548.7999997,25478745687.6,2931.6,569013.6,1379403283.2,338123893.2,63479734.8,175042088.4,108280592.39999999,0,7517205920.4,92766428.39999999,5023878,896120085.6,4078580.4,6046522305.599999,0,36303.6,9081926.4,3331618758,9749602.799999999,1689150,0,1117.2,448176,246,0,229162467.6,175.2,0,845130103.1999999,3332146.8,1046695110,1039387468.8,69452966.39999999,41390076,2311553053.2,3373568808,9624949375.199999,3276066559.2,820822.7999999999,1074,10415739.6,1274231857.2,10302796026,35080.799999999996,49925100,24742016091.6,3525394.8,8464472.4,10460.4,474981957.59999996,565.1999999999999,1352857.2,23390529806.399998,123591.59999999999,142188262.79999998,3643320,2319.6,9843960,776.4,378160411.2,16104469.2,72363849.6,239214896.4,26844198,22167766.8,479459112,2362449.6,21244388.4,104245.2,0,21792,39396499.199999996,11061441.6,85638249.6,145796946,322054.8,20476.8,1983.6,44680.799999999996,375151.2,25004.399999999998,12547273.2,898.8,14391984732,15831814.799999999,68464.8,96150,63307396.8,1218698755.2,333.59999999999997,2683610040,354875284.8,581187.6,75.6,610379773.1999999,42075798,356143914,46733030.4,1627974332.3999999,4051436432.3999996,60940.799999999996,152.4,4458605173.2,177650.4,822512817.6,18669013.2,0,3433.2,147947602.79999998,954730916.4,2338933936.7999997,37096.799999999996,17179931193.6,278019358.8,379.2,878842.7999999999,2817313321.2,5493.5999999999995,582,526273.2,351110732.4,4451290.8,267.59999999999997,294,124100950.8,0,57355.2,229306.8,689642924.4,217059164.4,1696349598,14536020,0,5630.4,16038,5974.8,2768.4,542.4,10507230372,4348.8,30549.6,8687149.2,0,231.6,283676481.59999996,107839316.39999999,2127222741.6,1790.3999999999999,727494,817183.2,75421818,244854278.39999998,307124393995.2,5370992.399999999,920.4,1171.2,1647074.4,4622.4,13898814714,865.1999999999999,0,8266.8,634.8,1220974363.2,520527.6,167782.8
MHL,0,0,0,0,0,0,1444603.0751999998,0,0,0,6041036.9184,160219.356,408000,0,666557.8332,0,0,0,0,935033.4755999999,0,0,0,0,0,0,0,0,381506194.8,0,0,0,0,0,0,341862.1224,0,4208521576.7999997,11055956.064000001,0,0,0,0,0,0,0,0,0,0,0,352267343.63879997,28274.399999999998,419436251.58959997,0,0,321009146.0736,0,0,0,62254.08,0,20434173.9072,115612.68,0,1405360.7232,6445556.515199999,91832895.162,0,0,87538718.2956,10208939.147999998,0,0,0,0,0,0,0,239612376.91799998,0,0,132256.8,0,996315.7955999998,0,55178239.199999996,0,0,68827675.2192,2724359.1108,1523.2908,0,0,4117954.3811999997,0,318633383.3472,0,0,1369703895.3,0,0,0,0,0,0,0,0,0,0,0,0,0,25065.572399999997,0,78463.2,0,30691.5936,0,0,0,1.3296000000000001,0,0,0,0,0,0,0,0,0,0,32400,0,0,2159.2308,0,17077132.2804,2274275.1156,0,0,0,43275.216,0,385932252.4332,3628698.4752,0,0,23864515.402799997,458206.5012,7023.5088,0,0,4313745.6,0,0,29414557.2,0,400761.834,0,0,0,0,19657.368,0,0,295403234.868,0,0,0,5424256602.7668,0,0,0,0,0,0,0,0,0,0,0,428.1828,30352.6668,164333.02680000002,0,0,0,0,0,0,10035.854399999998,29543349.6432,0,0,0,0,0,0,0,363091845.59999996,0,0,0,1053711.168,0,69676476,0,0,0,0,0,0,0,0,0,0,51206483.5452,0,0
MKD,0,2192.781,2828.956,193.928,128114623.024,684.482,11600648.655,25885838.069,719888.583,168.327,3750381.084,187769812.378,45642.001,2127.641,151491784.04,0,0,8263.718,25998436.013,522752450.922,271557.883,65710.052,95744766.905,0,1212742.641,0,83.331,190017.873,63029650.762,11817.651,129.721,0,11841.691,3061.722,14266534.588,111195262.041,1213886.89,1083855387.677,23334659.069,781.637,0,0,103.675,2486737.463,25342.866,0,2768718.612,481814.372,0,0,1795359.341,176659669.148,1253232269.249,0,87795.745,35966366.144,901265.026,8126450.456,18800866.722,16472135.646,4845.983,142217005.374,3588118.008,122326.203,20309426.404,0,186192560.94,7178.769,0,12733.687,1512824083.193,238646.007,368421.836,0,206.668,894.446,0,0,1128406278.828,0,7254.725,99238.027,0,4244471.252,49547.526,129054404.495,1227.828,250171070.067,37211332.277,119681563.132,41735488.687,12999847.975,2081,47012.563,11437511.11,534949859.07,3706.715,127883.28,155126842.467,6047753.342,304510.494,1741398.508,7227464.619,93.349,6519.699,66524488.146,444556.841,130672.04,132934.315,0,121796.138,0,3027589.081,0,12376188.387,16961174.634,2537386.598,7705.547,22041534.675,7590847.763,100616.965,0,22693263.252,0,0,15762.882,802190.247,5557889.082,14241304.468,0,0,5482.32,2640.629,23.155,80404.521,185851.964,45247306.126,7427.952,0,28722.535,232429.411,796362.339,10838.559,199490022.674,5511754.324,932.413,1221.205,403716.993,2157190.44,6517190.822,19453.122,660089.396,10942174.086,0,4011.993,377892717.565,190011.12,58572996.086,8825216.609,7854.514,1596.034,7726343.429,199654510.723,265340926.24,26998.934,47165459.8,27147844.428,16.639,13019.743,6306158.8,0,0,15689.377,234520.447,17747.38,85.284,0,837648878.707,0,1689.602,216.043,70616662.977,171642965.981,48714671.719,11310.755,0,1556.095,45000.733,0,5047.352,53488.029,51305034.366,2491.867,0,7462109.436,0,21.929,6265.657,16764153.656,701730581.422,0,457197.427,1347760.681,49092670.739,6498390.837,267076085.796,875763.051,0,0,63670.497,0,62455806.051,824.219,3689.863,0,0,34267223.411,42225.088,50803.765
MLI,0,0,0,0,0,2539.53,231016869.40440002,6070077.323999999,0,365996.6172,5945390.324399999,217957280.44320002,35118.719999999994,0,144921020.232,5607063.6144,0,321957148.7496,0,3084560.9628,0,0,87748.7976,0,0,0,0,0,3962569.1999999997,0,0,0,575670.1751999999,0,26788560.334799998,11702697.0816,442050.876,963451791.6,1907023501.7472,0,0,0,0,521797.224,0,0,6000,0,0,0,64017.1572,24327644.4,146750796.9588,2189523.5412,0,13297107.747599998,0,0,0,60816224.011199996,0,93818874.5964,3390183.216,130572.2328,28710420.9312,0,412123532.43599993,0,0,185679.6612,24268542.014399998,84840,198433052.7132,0,0,10615185.550800001,0,0,2828461.1724,0,0,0,0,103451216.80319999,0,384448.8,0,5270121.6,20713532.851199996,151099623.5256,59619813.9612,0,0,0,0,62973727.5672,0,1970967.324,18208419.6576,50066.364,1892912.4383999999,0,0,0,0,0,9867.6876,0,9852768,0,0,0,2156683.4195999997,0,10531170,12260558.9676,14814118.8168,0,135733362.192,669246,20600.8236,0,0,0,0,0,4651932.9012,0,0,0,0,24000,27200485.927199997,0,47452.2216,0,3016120.9572,37551.5268,0,60962035.665599994,26740626.15,0,0,142287212.4012,693104.0448,0,0,1803212.5415999999,0,296401.4832,0,0,94333.2,0,0,31938904.799999997,0,14604209.543999998,0,0,0,4638595.176,567312.2999999999,0,0,352905.7536,3550991.5908,0,1462533900.1667998,2251366.158,0,0,0,88483.2,0,0,0,864625.2,0,0,0,2759880.6288,482213.58479999995,21124880.5788,34.739999999999995,0,0,0,0,0,136714764.8472,24159258.3288,0,0,0,0,0,0,18033973.3884,133117716,0,256060.55999999997,0,1904654.136,1194790.8,120902834.39999999,0,0,0,0,0,0,0,0,0,0,66208803.8928,1219.116,0
MLT,0,615.242,1135.332,0,3133687.301,7289.913,40693498.019,1087657.836,37959.016,327.624,4600473.598,37986021.939,16087434.584,1.081,169897897.941,75.689,0,138.402,3541552.637,16436490.801,350867.342,33194986.641,469171.104,0,25913.684,0,1908.439,1014.23,16212318.947,27526.937,70.282,0,0,0,87598724.232,87374591.304,2152436.029,378645051.868,62949.297,490504.534,2758.316,0,0,387037.94,0,0,4461435.428,66999.729,468.189,38925686.539,16774338.588,26474859.998,751337486.429,0,24.869,35814052.793,405112.426,24589649.778,7226457.706,28406877.256,0,529488728.224,16034234.005,32910.573,13688380.646,260.586,722531901.101,1695659.506,0,117678.789,445382843.315,29388.881,20837.128,81166.51,1434.843,257.342,0,0,145698339.606,0,0,34876.319,1248.865,19460174.158,39108.405,66570323.481,658.493,19434936.267,12859100.597,287091492.506,122988328.272,123162.983,1212.102,61113.302,12138548.595,1922846075.795,106579.567,1454260.881,127859960.252,5681937.927,590454.843,3007.008,2842957.957,0,37844401.7,229713529.866,22556.345,49.738,3060926.573,307.08,27437291.79,0,1354151.625,119257.441,4536476.552,2379953.328,6930926.448,5316.598,15777426.22,38818.625,11877.736,3491.416,1678640.338,15748387.67,1326680.915,555.772,0,274418.407,674124.49,1322.392,0,0,336.275,0,3887374.78,473517.804,33620998.908,140172.42,99.477,43.251,26174.269,0,0,447260471.68,4220070.322,57244.523,0,2464810.208,551266.424,5072377.068,217730.737,375590.549,37384617.089,0,0,54813655.175,0,19959789.462,57069.358,510327.432,111628.01,1729183.159,32496243.827,1103703.863,49.738,126700363.451,10346580.492,126.508,176938.797,41122324.829,0,0,115.696,1626.228,1345699.349,0,0,4541941.283,0,0,11776.097,8302848.723,31349559.537,39947910.323,18694.053,0,232794.971,18888.682,0,0,206.522,29957781.926,0,0,22.707,0,0,133098393.148,59528824.342,211950892.297,0,84142.161,11698.245,5218136.403,723832.571,270446984.004,578156.494,11986.944,0,3455.735,93708562.322,9495319.333,256.261,0,0,0,4281616.132,1252.109,234779.099
MMR,0,329049,0,0,0,5222.88,94339127.03,30216477.85,165.46,15000,135869269.74,14316513.17,136550,0,33799141.14,0,0,0,24981315.049,2504130.81,8426030.34,0,9807.67,0,2000192.5,0,0,24712343.63,83337978.59,0,8995773.8,0,0,0,11981151.41,8180796.329,1969861.865,5091043266.743,506.52,148487.78,0,0,0,0,95000,0,67173.15,0,0,0,1828908.51,2709443.78,107284875.6,0,0,7163866.67,80368.01,0,0,100924.29,0,17479575.96,42558.18,1880,2088021.61,0,57712101.607,0,0,0,22497238.05,11809.94,0,0,0,0,0,0,530338.09,0,0,927750.6,0,2649920.9,0,441288.64,0,2128352.78,1185361839.128,448249232.902,9193355.79,9908499.68,0,1320420,991728.33,107920090.062,152.43,1948370.88,198608736.412,0,228581.6,9564.66,1181264.14,0,0,553434197.99,11575318,5804854.66,1273515.5,0,0,0,846047.45,0,4886036.08,260045.1,1400,108476.84,3326.83,10555,1026.02,0,2357005.85,0,0,0,10301.23,0,0,0,0,0,0,0,362.7,0,1367742826.711,0,0,1800,158960.89,0,0,12232543.3,9334351.81,184083.57,0,32678979.52,137883783.46,21978144.63,0,430839.15,44005442.81,0,168000,5366606.71,10754.4,354270.26,31552718.02,0,0,168435,3276747.85,24984067.73,0,84816701.607,17129597.76,0,0,3704533525.83,0,0,0,512.24,39845.73,0,0,684787.42,0,0,10931.5,548891.93,12409,2532309.9,474287.11,0,0,0,0,0,0,2096873350.456,32420.81,0,63106.06,0,0,0,19728.64,10624478.38,0,1371,0,2655826.66,47000,175408817.011,7740935.86,0,0,6165.26,0,293348414.598,0,0,0,45450,1145746.681,463770,0
